epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
90,80.3499,0.5127,0.51131,0.79965,0.98361,1,0.995,0.8955,0.48323,0.44148,0.78891,0.000211642,0.000211642,0.000211642
91,94.5986,0.4945,0.55755,0.80356,0.98361,1,0.995,0.8955,0.48323,0.44148,0.78891,0.0001962,0.0001962,0.0001962
92,95.3945,0.4713,0.53681,0.81474,0.98444,1,0.995,0.9399,0.35252,0.40156,0.77932,0.000180362,0.000180362,0.000180362
93,96.1203,0.51737,0.53148,0.77515,0.98444,1,0.995,0.9399,0.35252,0.40156,0.77932,0.000164128,0.000164128,0.000164128
94,96.8444,0.54711,0.58429,0.79315,0.98444,1,0.995,0.9399,0.35252,0.40156,0.77932,0.000147498,0.000147498,0.000147498
95,97.5282,0.51955,0.63264,0.80764,0.98444,1,0.995,0.9399,0.35252,0.40156,0.77932,0.000130472,0.000130472,0.000130472
96,98.2391,0.49228,0.50357,0.77017,0.985,1,0.995,0.995,0.27774,0.37956,0.77609,0.00011305,0.00011305,0.00011305
97,98.9612,0.43017,0.53381,0.78015,0.985,1,0.995,0.995,0.27774,0.37956,0.77609,9.5232e-05,9.5232e-05,9.5232e-05
98,99.7211,0.55402,0.54578,0.80561,0.985,1,0.995,0.995,0.27774,0.37956,0.77609,7.7018e-05,7.7018e-05,7.7018e-05
99,100.448,0.52663,0.55682,0.77796,0.985,1,0.995,0.995,0.27774,0.37956,0.77609,5.8408e-05,5.8408e-05,5.8408e-05
100,101.205,0.56046,0.55331,0.80856,0.98532,1,0.995,0.995,0.2618,0.36202,0.77584,3.9402e-05,3.9402e-05,3.9402e-05
